CALENDAR_DATE,PRICE,QUANTITY,SELL_ID
2012-05-21,10.47,64,2053
2012-05-22,15.0,90,1070
2012-05-22,11.49,30,2051
2012-05-22,11.36,24,2052
2012-05-22,10.47,58,2053
2012-05-23,15.0,90,1070
2012-05-23,11.49,38,2051
2012-05-23,11.36,24,2052
2012-05-23,10.47,64,2053
2012-05-24,15.0,90,1070
2012-05-24,11.49,32,2051
2012-05-24,11.36,28,2052
2012-05-24,10.47,56,2053
2012-05-25,15.0,88,1070
2012-05-25,11.49,36,2051
2012-05-25,11.36,24,2052
2012-05-25,10.47,56,2053
2012-05-26,15.0,60,1070
2012-05-26,11.49,26,2051
2012-05-26,11.36,14,2052
2012-05-26,10.47,40,2053
2012-05-27,15.0,60,1070
2012-05-27,11.49,24,2051
2012-05-27,11.36,22,2052
2012-05-27,10.47,42,2053
2012-05-28,15.0,86,1070
2012-05-28,11.49,34,2051
2012-05-28,11.36,26,2052
2012-05-28,10.47,60,2053
2012-05-29,15.0,90,1070
2012-05-29,11.49,38,2051
2012-05-29,11.36,26,2052
2012-05-29,10.47,60,2053
2012-05-30,15.0,90,1070
2012-05-30,11.49,38,2051
2012-05-30,11.36,24,2052
2012-05-30,10.47,60,2053
2012-05-31,15.0,88,1070
2012-05-31,11.49,30,2051
2012-05-31,11.36,26,2052
2012-05-31,10.47,64,2053
2012-01-06,15.0,86,1070
2012-01-06,11.49,34,2051
2012-01-06,11.36,28,2052
2012-01-06,10.47,60,2053
2012-02-06,15.0,60,1070
2012-02-06,11.49,22,2051
2012-02-06,11.36,16,2052
2012-02-06,10.47,46,2053
2012-03-06,15.0,66,1070
2012-03-06,11.49,22,2051
2012-03-06,11.36,20,2052
2012-03-06,10.47,42,2053
2012-04-06,15.0,58,1070
2012-04-06,11.49,28,2051
2012-04-06,11.36,16,2052
2012-04-06,10.47,42,2053
2012-05-06,15.0,62,1070
2012-05-06,11.49,24,2051
2012-05-06,11.36,14,2052
2012-05-06,10.47,40,2053
2012-06-06,15.0,62,1070
2012-06-06,11.49,28,2051
2012-06-06,11.36,20,2052
2012-06-06,10.47,38,2053
2012-07-06,15.0,92,1070
2012-07-06,11.49,36,2051
2012-07-06,11.36,22,2052
2012-07-06,10.47,62,2053
2012-08-06,15.0,92,1070
2012-08-06,11.49,34,2051
2012-08-06,11.36,22,2052
2012-08-06,10.47,56,2053
2012-09-06,15.0,64,1070
2012-09-06,11.49,24,2051
2012-09-06,11.36,16,2052
2012-09-06,10.47,46,2053
2012-10-06,15.0,62,1070
2012-10-06,11.49,24,2051
2012-10-06,11.36,14,2052
2012-10-06,10.47,38,2053
2012-11-06,15.0,92,1070
2012-11-06,11.49,34,2051
2012-11-06,11.36,20,2052
2012-11-06,10.47,58,2053
2012-12-06,15.0,90,1070
2012-12-06,11.49,36,2051
2012-12-06,11.36,20,2052
2012-12-06,10.47,64,2053
2012-06-13,15.0,88,1070
2012-06-13,11.49,36,2051
2012-06-13,11.36,20,2052
2012-06-13,10.47,64,2053
2012-06-14,15.0,88,1070
2012-06-14,11.49,30,2051
2012-06-14,11.36,20,2052
2012-06-14,10.47,64,2053
2012-06-15,15.0,94,1070
2012-06-15,11.49,32,2051
2012-06-15,11.36,20,2052
2012-06-15,10.47,60,2053
2012-06-16,15.0,64,1070
2012-06-16,11.49,26,2051
2012-06-16,11.36,14,2052
2012-06-16,10.47,44,2053
2012-06-17,15.0,60,1070
2012-06-17,11.49,24,2051
2012-06-17,11.36,18,2052
2012-06-17,10.47,46,2053
2012-06-18,15.0,92,1070
2012-06-18,11.49,36,2051
2012-06-18,11.36,26,2052
2012-06-18,10.47,64,2053
2012-06-19,15.0,86,1070
2012-06-19,11.49,36,2051
2012-06-19,11.36,26,2052
2012-06-19,10.47,64,2053
2012-06-20,15.0,94,1070
2012-06-20,11.49,38,2051
2012-06-20,11.36,28,2052
2012-06-20,10.47,58,2053
2012-06-21,15.0,92,1070
2012-06-21,11.49,30,2051
2012-06-21,11.36,20,2052
2012-06-21,10.47,62,2053
2012-06-22,15.0,92,1070
2012-06-22,11.49,34,2051
2012-06-22,11.36,26,2052
2012-06-22,10.47,64,2053
2012-06-23,15.0,64,1070
2012-06-23,11.49,22,2051
2012-06-23,11.36,14,2052
2012-06-23,10.47,38,2053
2012-06-24,15.0,62,1070
2012-06-24,11.49,20,2051
2012-06-24,11.36,16,2052
2012-06-24,10.47,38,2053
2012-06-25,15.0,92,1070
2012-06-25,11.49,32,2051
2012-06-25,11.36,24,2052
2012-06-25,10.47,62,2053
2012-06-26,15.0,88,1070
2012-06-26,11.49,34,2051
2012-06-26,11.36,22,2052
2012-06-26,10.47,56,2053
2012-06-27,15.0,94,1070
2012-06-27,11.49,36,2051
2012-06-27,11.36,26,2052
2012-06-27,10.47,56,2053
2012-06-28,15.0,94,1070
2012-06-28,11.49,36,2051
2012-06-28,11.36,26,2052
2012-06-28,10.47,56,2053
2012-06-29,15.0,94,1070
2012-06-29,11.49,30,2051
2012-06-29,11.36,20,2052
2012-06-29,10.47,60,2053
2012-06-30,15.0,64,1070
2012-06-30,11.49,24,2051
2012-06-30,11.36,20,2052
2012-06-30,10.47,46,2053
2012-01-07,15.0,62,1070
2012-01-07,11.49,24,2051
2012-01-07,11.36,20,2052
2012-01-07,10.47,38,2053
2012-02-07,15.0,90,1070
2012-02-07,11.49,38,2051
2012-02-07,11.36,22,2052
2012-02-07,10.47,60,2053
2012-03-07,15.0,90,1070
2012-03-07,11.49,36,2051
2012-03-07,11.36,28,2052
2012-03-07,10.47,62,2053
2012-04-07,15.0,92,1070
2012-04-07,11.49,30,2051
2012-04-07,11.36,26,2052
2012-04-07,10.47,64,2053
2012-05-07,15.0,94,1070
2012-05-07,11.49,36,2051
2012-05-07,11.36,20,2052
2012-05-07,10.47,58,2053
2012-06-07,15.0,88,1070
2012-06-07,11.49,30,2051
2012-06-07,11.36,22,2052
2012-06-07,10.47,56,2053
2012-07-07,15.0,58,1070
2012-07-07,11.49,28,2051
2012-07-07,11.36,18,2052
2012-07-07,10.47,44,2053
2012-08-07,15.0,64,1070
2012-08-07,11.49,28,2051
2012-08-07,11.36,16,2052
2012-08-07,10.47,44,2053
2012-09-07,15.0,86,1070
2012-09-07,11.49,38,2051
2012-09-07,11.36,22,2052
2012-09-07,10.47,60,2053
2012-10-07,15.0,86,1070
2012-10-07,11.49,30,2051
2012-10-07,11.36,20,2052
2012-10-07,10.47,56,2053
2012-11-07,15.0,88,1070
2012-11-07,11.49,36,2051
2012-11-07,11.36,24,2052
2012-11-07,10.47,58,2053
2012-12-07,15.0,86,1070
2012-12-07,11.49,34,2051
2012-12-07,11.36,24,2052
2012-12-07,10.47,60,2053
2012-07-13,15.0,86,1070
2012-07-13,11.49,38,2051
2012-07-13,11.36,26,2052
2012-07-13,10.47,56,2053
2012-07-14,15.0,58,1070
2012-07-14,11.49,26,2051
2012-07-14,11.36,14,2052
2012-07-14,10.47,46,2053
2012-07-15,15.0,64,1070
2012-07-15,11.49,22,2051
2012-07-15,11.36,14,2052
2012-07-15,10.47,38,2053
2012-07-16,15.0,86,1070
2012-07-16,11.49,34,2051
2012-07-16,11.36,28,2052
2012-07-16,10.47,58,2053
2012-07-17,15.0,88,1070
2012-07-17,11.49,32,2051
2012-07-17,11.36,26,2052
2012-07-17,10.47,56,2053
2012-07-18,15.0,88,1070
2012-07-18,11.49,38,2051
2012-07-18,11.36,22,2052
2012-07-18,10.47,62,2053
2012-07-19,15.0,92,1070
2012-07-19,11.49,34,2051
2012-07-19,11.36,28,2052
2012-07-19,10.47,64,2053
2012-07-20,15.0,90,1070
2012-07-20,11.49,34,2051
2012-07-20,11.36,20,2052
2012-07-20,10.47,62,2053
2012-07-21,15.0,60,1070
2012-07-21,11.49,24,2051
2012-07-21,11.36,16,2052
2012-07-21,10.47,38,2053
2012-07-22,15.0,60,1070
2012-07-22,11.49,22,2051
2012-07-22,11.36,20,2052
2012-07-22,10.47,40,2053
2012-07-23,15.0,94,1070
2012-07-23,11.49,38,2051
2012-07-23,11.36,26,2052
2012-07-23,10.47,56,2053
2012-07-24,15.0,86,1070
2012-07-24,11.49,36,2051
2012-07-24,11.36,28,2052
2012-07-24,10.47,64,2053
2012-07-25,15.0,92,1070
2012-07-25,11.49,36,2051
2012-07-25,11.36,22,2052
2012-07-25,10.47,62,2053
2012-07-26,15.0,90,1070
2012-07-26,11.49,32,2051
2012-07-26,11.36,24,2052
2012-07-26,10.47,58,2053
2012-07-27,15.0,90,1070
2012-07-27,11.49,36,2051
2012-07-27,11.36,28,2052
2012-07-27,10.47,64,2053
2012-07-28,15.0,60,1070
2012-07-28,11.49,26,2051
2012-07-28,11.36,16,2052
2012-07-28,10.47,46,2053
2012-07-29,15.0,66,1070
2012-07-29,11.49,28,2051
2012-07-29,11.36,20,2052
2012-07-29,10.47,44,2053
2012-07-30,15.0,86,1070
2012-07-30,11.49,34,2051
2012-07-30,11.36,20,2052
2012-07-30,10.47,62,2053
2012-07-31,15.0,90,1070
2012-07-31,11.49,34,2051
2012-07-31,11.36,20,2052
2012-07-31,10.47,56,2053
2012-01-08,15.0,86,1070
2012-01-08,11.49,38,2051
2012-01-08,11.36,24,2052
2012-01-08,10.47,56,2053
2012-02-08,15.0,90,1070
2012-02-08,11.49,34,2051
2012-02-08,11.36,22,2052
2012-02-08,10.47,64,2053
2012-03-08,15.0,90,1070
2012-03-08,11.49,38,2051
2012-03-08,11.36,24,2052
2012-03-08,10.47,56,2053
2012-04-08,15.0,66,1070
2012-04-08,11.49,22,2051
2012-04-08,11.36,22,2052
2012-04-08,10.47,46,2053
2012-05-08,15.0,64,1070
2012-05-08,11.49,22,2051
2012-05-08,11.36,22,2052
2012-05-08,10.47,38,2053
2012-06-08,15.0,86,1070
2012-06-08,11.49,38,2051
2012-06-08,11.36,28,2052
