UserId,Age,Address,Gender,UserType,TransactionId,ItemId,Quantity,Value,Location,ProductCategory,year,month,date,Timestamp_,Parsed_Date,Label,churnPeriod
1950893,24,FL,F,Value,1244554,212445541,2,50,Jasper,Apparels,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1244887,212448871,2,95,Jennings,Consumer Electronics,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1244915,212449151,2,114,Lake Butler,Footwear,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1245023,212450231,2,91,Lawtey,Food,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1245335,212453351,2,177,Lee,Health & Beauty Supplements,2022,1,16,2022-01-16,2022-01-16,Nonchurner,21
1950893,24,FL,F,Value,1245542,212455421,2,63,Live Oak,Jwellary,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1245573,212455731,2,26,Lulu,Books,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1245635,212456351,2,253,Mc Alpin,Mobile Phones,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1245640,212456401,2,266,Macclenny,Fashion Accessories,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1245700,212457001,2,63,Orange Park,Home Decor,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1245792,212457921,2,65,Mayo,Apparels,2022,1,16,2022-01-16,2022-01-16,Nonchurner,21
1950893,24,FL,F,Value,1245886,212458861,2,101,O Brien,Consumer Electronics,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1246111,212461111,2,50,Olustee,Footwear,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1246245,212462451,3,161,Penney Farms,Food,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1246327,212463271,2,57,Saint Augustine,Health & Beauty Supplements,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1246782,212467821,2,63,Ponte Vedra,Jwellary,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1246787,212467871,2,285,Sanderson,Books,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1246921,212469211,2,56,Starke,Mobile Phones,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1249593,212495931,2,665,Wellborn,Fashion Accessories,2022,1,16,2022-01-16,2022-01-16,Nonchurner,21
1950893,24,FL,F,Value,1273025,212730251,2,95,White Springs,Home Decor,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1273247,212732471,2,72,Jacksonville,Apparels,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1273358,212733581,2,152,Astor,Consumer Electronics,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1273722,212737221,2,133,Barberville,Footwear,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1273942,212739421,2,91,Bunnell,Food,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1274049,212740491,4,289,Candler,Health & Beauty Supplements,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1274509,212745091,2,76,Crescent City,Jwellary,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1274847,212748471,2,38,Citra,Books,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1275062,212750621,2,48,Daytona Beach,Mobile Phones,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1275534,212755341,3,569,Port Orange,Fashion Accessories,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1275863,212758631,2,95,De Leon Springs,Home Decor,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1276331,212763311,2,63,East Palatka,Apparels,2022,1,8,2022-01-08,2022-01-08,Nonchurner,21
1950893,24,FL,F,Value,1298685,212986851,2,171,Edgewater,Consumer Electronics,2022,1,1,2022-01-01,2022-01-01,Nonchurner,21
1950893,24,FL,F,Value,1300027,213000271,2,27,Eastlake Weir,Footwear,2022,1,1,2022-01-01,2022-01-01,Nonchurner,21
1950893,24,FL,F,Value,1300106,213001061,3,208,Fort Mc Coy,Food,2022,1,1,2022-01-01,2022-01-01,Nonchurner,21
1950893,24,FL,F,Value,1432328,214323281,3,279,Palm Coast,Health & Beauty Supplements,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
1950893,24,FL,F,Value,1432435,214324351,3,57,Flagler Beach,Jwellary,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
1950893,24,FL,F,Value,1432738,214327381,2,49,Grandin,Books,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
1950893,24,FL,F,Value,1432754,214327541,2,29,Georgetown,Mobile Phones,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
1950893,24,FL,F,Value,1432881,214328811,2,86,Florahome,Fashion Accessories,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
1950893,24,FL,F,Value,1433118,214331181,2,101,Hastings,Home Decor,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
1950893,24,FL,F,Value,1433217,214332171,3,49,Hollister,Apparels,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
1950893,24,FL,F,Value,1433624,214336241,2,64,Interlachen,Consumer Electronics,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
1950893,24,FL,F,Value,1434200,214342001,3,37,Edgar,Footwear,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
1950893,24,FL,F,Value,1434577,214345771,2,182,Lake Como,Food,2022,1,31,2022-01-31,2022-01-31,Nonchurner,21
