UserId,Age,Address,Gender,UserType,Total_Quantity,Total_Value,Total_churnPeriod,StDev_Quantity,StDev_Value,StDev_churnPeriod,AvgTimeDelta,Recency,Unique_ProductCategory,Unique_ItemId,Unique_Location,Unique_TransactionId,Unique_churnPeriod,Total_Quantity_per_Unique_ProductCategory,Total_Quantity_per_Unique_ItemId,Total_Quantity_per_Unique_Location,Total_Quantity_per_Unique_TransactionId,Total_Value_per_Unique_ProductCategory,Total_Value_per_Unique_ItemId,Total_Value_per_Unique_Location,Total_Value_per_Unique_TransactionId,Label
2165661,22,DC,F,Value,26,1419,330,0.504524979109513,79.4191412695957,0.0,0.0,43,11,11,4,11,1,2.1666666666666665,2.1666666666666665,5.2,2.1666666666666665,118.25,118.25,283.8,118.25,Churner
2034622,20,CA,F,Fast,41,1213,270,3.0867098629086893,117.61566411173487,0.0,0.0,10,9,9,9,9,1,4.1,4.1,4.1,4.1,121.3,121.3,121.3,121.3,Nonchurner
1432559,26,GA,M,Inspiration,144,5560,1890,1.781885295795796,61.754709433570994,0.0,0.8095238095238095,7,9,63,63,63,1,14.4,2.25,2.25,2.25,556.0,86.875,86.875,86.875,Nonchurner
2153470,30,ID,M,Fast,186,4054,2160,1.1475632481265268,30.998700058563962,0.0,1.2222222222222223,0,8,72,72,72,1,20.666666666666668,2.547945205479452,2.547945205479452,2.547945205479452,450.44444444444446,55.534246575342465,55.534246575342465,55.534246575342465,Nonchurner
2106848,26,GA,M,Inspiration,50,2088,690,0.6503267649311159,88.89879665907087,0.0,3.6956521739130435,3,9,23,23,23,1,5.0,2.0833333333333335,2.0833333333333335,2.0833333333333335,208.8,87.0,87.0,87.0,Nonchurner
1883382,22,DC,F,Value,41,1363,570,0.5014598571212789,37.010272005459896,0.0,3.6315789473684212,18,12,19,4,19,1,3.1538461538461537,2.05,8.2,2.05,104.84615384615384,68.15,272.6,68.15,Nonchurner
1829298,22,DC,F,Value,106,3476,1500,0.38544964466377246,56.48992686076601,0.0,0.0,8,12,50,4,50,1,8.153846153846153,2.0784313725490198,21.2,2.0784313725490198,267.38461538461536,68.15686274509804,695.2,68.15686274509804,Churner
2127683,26,GA,M,Inspiration,38,2029,540,0.32338083338177737,52.68084321487333,0.0,0.0,7,9,18,18,18,1,3.8,2.0,2.0,2.0,202.9,106.78947368421052,106.78947368421052,106.78947368421052,Churner
1802864,24,FL,F,Value,43,1632,570,1.1470786693528088,126.83624382856034,0.0,0.8421052631578947,42,10,19,19,19,1,3.909090909090909,2.15,2.15,2.15,148.36363636363637,81.6,81.6,81.6,Nonchurner
1335768,28,HI,M,Inspiration,93,3840,1380,0.14744195615489714,83.6446821396408,0.0,1.2608695652173914,6,5,46,46,46,1,15.5,1.9787234042553192,1.9787234042553192,1.9787234042553192,640.0,81.70212765957447,81.70212765957447,81.70212765957447,Churner
2172409,26,GA,M,Inspiration,2,120,30,0.0,0.0,0.0,0.0,10,1,1,1,1,1,1.0,1.0,1.0,1.0,60.0,60.0,60.0,60.0,Churner
211339,30,ID,M,Fast,171,7087,2460,0.2811449040819299,68.62242920374025,0.0,0.8902439024390244,7,8,82,82,82,1,19.0,2.0602409638554215,2.0602409638554215,2.0602409638554215,787.4444444444445,85.3855421686747,85.3855421686747,85.3855421686747,Nonchurner
1896337,22,DC,F,Value,7,1217,90,0.5773502691896258,507.579878771148,0.0,0.0,52,3,3,3,3,1,1.75,1.75,1.75,1.75,304.25,304.25,304.25,304.25,Churner
1993814,20,CA,F,Fast,68,6569,930,0.4774484152736418,282.1561452858694,0.0,0.12903225806451613,50,13,31,31,31,1,4.857142857142857,2.125,2.125,2.125,469.2142857142857,205.28125,205.28125,205.28125,Churner
1720052,22,DC,F,Value,43,1972,600,0.36634754853252327,94.93288487968195,0.0,2.1,43,12,20,4,20,1,3.3076923076923075,2.0476190476190474,8.6,2.0476190476190474,151.69230769230768,93.9047619047619,394.4,93.9047619047619,Nonchurner
1676656,24,FL,F,Value,33,6626,420,0.49724515809884684,602.6282727891509,0.0,4.642857142857143,0,10,14,14,14,1,3.0,2.2,2.2,2.2,602.3636363636364,441.73333333333335,441.73333333333335,441.73333333333335,Nonchurner
110991,22,DC,F,Value,5,409,60,0.7071067811865476,105.35891039679558,0.0,1.5,23,2,2,2,2,1,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,136.33333333333334,136.33333333333334,136.33333333333334,136.33333333333334,Nonchurner
590236,26,GA,M,Inspiration,69,7278,720,1.872280636712535,478.23791150430554,0.0,2.625,22,9,24,24,24,1,6.9,2.76,2.76,2.76,727.8,291.12,291.12,291.12,Nonchurner
2007200,18,AL,F,Fast,61,2006,600,1.3945382182304158,98.45816637697347,0.0,4.3,0,3,20,20,20,1,15.25,2.9047619047619047,2.9047619047619047,2.9047619047619047,501.5,95.52380952380952,95.52380952380952,95.52380952380952,Nonchurner
924253,28,HI,M,Inspiration,28,3056,360,0.6513389472789296,241.17414806933536,0.0,5.25,6,5,12,12,12,1,4.666666666666667,2.1538461538461537,2.1538461538461537,2.1538461538461537,509.3333333333333,235.07692307692307,235.07692307692307,235.07692307692307,Churner
1589475,20,CA,F,Fast,130,5891,1620,0.8582236705098155,75.79746312241033,0.0,1.4814814814814814,6,13,54,54,54,1,9.285714285714286,2.3636363636363638,2.3636363636363638,2.3636363636363638,420.7857142857143,107.10909090909091,107.10909090909091,107.10909090909091,Nonchurner
2031218,24,FL,F,Value,6,332,90,0.0,21.571586249817916,0.0,0.0,17,3,3,3,3,1,1.5,1.5,1.5,1.5,83.0,83.0,83.0,83.0,Churner
1671552,24,FL,F,Value,67,4190,960,0.29614458108029906,116.97006440855684,0.0,0.4375,15,10,32,32,32,1,6.090909090909091,2.0303030303030303,2.0303030303030303,2.0303030303030303,380.90909090909093,126.96969696969697,126.96969696969697,126.96969696969697,Nonchurner
2104844,26,GA,M,Inspiration,20,806,270,0.44095855184409843,57.00901488166391,0.0,5.0,9,9,9,9,9,1,2.0,2.0,2.0,2.0,80.6,80.6,80.6,80.6,Churner
1689953,22,DC,F,Value,188,8819,2520,1.2478323143741425,106.1960557940251,0.0,0.75,15,12,84,4,84,1,14.461538461538462,2.211764705882353,37.6,2.211764705882353,678.3846153846154,103.75294117647059,1763.8,103.75294117647059,Nonchurner
2024432,26,GA,M,Inspiration,36,1313,450,0.828078671210825,117.24508315409021,0.0,0.0,50,9,15,15,15,1,3.6,2.25,2.25,2.25,131.3,82.0625,82.0625,82.0625,Churner
911703,30,ID,M,Fast,2,103,30,0.0,0.0,0.0,0.0,10,1,1,1,1,1,1.0,1.0,1.0,1.0,51.5,51.5,51.5,51.5,Nonchurner
1816632,22,DC,F,Value,12,544,60,1.4142135623730951,289.9137802864845,0.0,0.0,54,2,2,2,2,1,4.0,4.0,4.0,4.0,181.33333333333334,181.33333333333334,181.33333333333334,181.33333333333334,Churner
1561030,26,GA,M,Inspiration,72,3250,960,0.4399413450640598,91.38501941890448,0.0,1.96875,16,9,32,32,32,1,7.2,2.1818181818181817,2.1818181818181817,2.1818181818181817,325.0,98.48484848484848,98.48484848484848,98.48484848484848,Nonchurner
1986205,22,DC,F,Value,10,3830,60,0.0,1581.0907627331203,0.0,0.0,1,2,2,2,2,1,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,1276.6666666666667,1276.6666666666667,1276.6666666666667,1276.6666666666667,Nonchurner
1398749,28,HI,M,Inspiration,60,2972,720,0.7223151185146152,123.3146088410582,0.0,1.5416666666666667,43,5,24,24,24,1,10.0,2.4,2.4,2.4,495.3333333333333,118.88,118.88,118.88,Nonchurner
2110746,18,AL,F,Fast,11,242,90,2.0816659994661326,95.70963030611567,0.0,10.666666666666666,47,3,3,3,3,1,2.75,2.75,2.75,2.75,60.5,60.5,60.5,60.5,Churner
1814812,26,GA,M,Inspiration,2,236,30,0.0,0.0,0.0,0.0,8,1,1,1,1,1,1.0,1.0,1.0,1.0,118.0,118.0,118.0,118.0,Churner
1208727,26,GA,M,Inspiration,69,2563,960,0.36890203262847354,65.04309210550464,0.0,2.4375,7,9,32,32,32,1,6.9,2.090909090909091,2.090909090909091,2.090909090909091,256.3,77.66666666666667,77.66666666666667,77.66666666666667,Nonchurner
1073387,18,AL,F,Fast,260,8663,3240,0.7858210425870861,85.92139973949956,0.0,0.6481481481481481,7,3,108,108,108,1,65.0,2.385321100917431,2.385321100917431,2.385321100917431,2165.75,79.4770642201835,79.4770642201835,79.4770642201835,Nonchurner
1432504,26,GA,M,Inspiration,190,10864,2460,0.81465055419127,157.07207152104436,0.0,0.926829268292683,8,9,82,82,82,1,19.0,2.289156626506024,2.289156626506024,2.289156626506024,1086.4,130.89156626506025,130.89156626506025,130.89156626506025,Nonchurner
1835466,24,FL,F,Value,24,1669,360,0.0,124.725486448027,0.0,0.0,66,10,12,12,12,1,2.1818181818181817,1.8461538461538463,1.8461538461538463,1.8461538461538463,151.72727272727272,128.3846153846154,128.3846153846154,128.3846153846154,Churner
2122879,24,FL,F,Value,20,1239,240,0.5345224838248488,149.13985526535632,0.0,2.625,29,8,8,8,8,1,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,137.66666666666666,137.66666666666666,137.66666666666666,137.66666666666666,Nonchurner
207745,24,FL,F,Value,30,1963,420,0.3631365196012816,112.83424096463774,0.0,3.5714285714285716,35,10,14,14,14,1,2.727272727272727,2.0,2.0,2.0,178.45454545454547,130.86666666666667,130.86666666666667,130.86666666666667,Churner
1660211,22,DC,F,Value,43,4651,600,0.3663475485325234,213.95805663727646,0.0,3.0,7,12,20,4,20,1,3.3076923076923075,2.0476190476190474,8.6,2.0476190476190474,357.7692307692308,221.47619047619048,930.2,221.47619047619048,Nonchurner
1490139,28,HI,M,Inspiration,11,223,90,0.5773502691896258,23.860706890897706,0.0,0.0,16,3,3,3,3,1,2.75,2.75,2.75,2.75,55.75,55.75,55.75,55.75,Churner
2082654,36,ME,M,Value,65,2512,780,1.140175425099138,85.60611049362161,0.0,3.1923076923076925,3,4,26,26,26,1,13.0,2.4074074074074074,2.4074074074074074,2.4074074074074074,502.4,93.03703703703704,93.03703703703704,93.03703703703704,Nonchurner
1907675,30,ID,M,Fast,9,345,120,0.5,57.7775908116633,0.0,0.0,49,4,4,4,4,1,1.8,1.8,1.8,1.8,69.0,69.0,69.0,69.0,Churner
998950,26,GA,M,Inspiration,38,3937,360,1.6422453217986943,344.17132581775536,0.0,0.0,11,9,12,12,12,1,3.8,2.923076923076923,2.923076923076923,2.923076923076923,393.7,302.84615384615387,302.84615384615387,302.84615384615387,Churner
64171,30,ID,M,Fast,7,229,90,0.5773502691896258,33.24655370611115,0.0,0.0,70,3,3,3,3,1,1.75,1.75,1.75,1.75,57.25,57.25,57.25,57.25,Churner
1392235,24,FL,F,Value,128,4774,1560,1.0564746864916295,86.5352786409803,0.0,1.3653846153846154,7,10,52,52,52,1,11.636363636363637,2.4150943396226414,2.4150943396226414,2.4150943396226414,434.0,90.0754716981132,90.0754716981132,90.0754716981132,Nonchurner
1188944,24,FL,F,Value,3,191,30,0.0,0.0,0.0,0.0,15,1,1,1,1,1,1.5,1.5,1.5,1.5,95.5,95.5,95.5,95.5,Churner
1276504,28,HI,M,Inspiration,121,9521,1680,0.45832841398383223,335.2984283276035,0.0,1.0178571428571428,8,5,56,56,56,1,20.166666666666668,2.1228070175438596,2.1228070175438596,2.1228070175438596,1586.8333333333333,167.03508771929825,167.03508771929825,167.03508771929825,Churner
66496,28,HI,M,Inspiration,8,185,120,0.0,11.786291472158096,0.0,0.0,6,4,4,4,4,1,1.6,1.6,1.6,1.6,37.0,37.0,37.0,37.0,Churner
2090956,24,FL,F,Value,30,1017,420,0.36313651960128157,36.60728625005419,0.0,0.0,28,10,14,14,14,1,2.727272727272727,2.0,2.0,2.0,92.45454545454545,67.8,67.8,67.8,Nonchurner
1777568,24,FL,F,Value,3,19,30,0.0,0.0,0.0,0.0,62,1,1,1,1,1,1.5,1.5,1.5,1.5,9.5,9.5,9.5,9.5,Churner
1624169,26,GA,M,Inspiration,31,1428,360,0.7929614610987591,155.2271063489059,0.0,0.4166666666666667,76,9,12,12,12,1,3.1,2.3846153846153846,2.3846153846153846,2.3846153846153846,142.8,109.84615384615384,109.84615384615384,109.84615384615384,Churner
2161199,22,DC,F,Value,111,3817,1440,0.8789803086410547,102.51704364440408,0.0,1.1875,7,12,48,4,48,1,8.538461538461538,2.2653061224489797,22.2,2.2653061224489797,293.61538461538464,77.89795918367346,763.4,77.89795918367346,Churner
698307,22,DC,F,Value,7,194,90,0.5773502691896258,9.814954576223636,0.0,0.0,70,3,3,3,3,1,1.75,1.75,1.75,1.75,48.5,48.5,48.5,48.5,Churner
195059,26,GA,M,Inspiration,166,15477,2070,1.0192101985434623,465.66825178029103,0.0,0.8695652173913043,15,9,69,69,69,1,16.6,2.3714285714285714,2.3714285714285714,2.3714285714285714,1547.7,221.1,221.1,221.1,Nonchurner
519152,24,FL,F,Value,18,1097,240,0.46291004988627565,210.70930381519872,0.0,0.0,60,8,8,8,8,1,2.0,2.0,2.0,2.0,121.88888888888889,121.88888888888889,121.88888888888889,121.88888888888889,Churner
1501187,26,GA,M,Inspiration,178,9689,2520,0.32578956563800515,177.01048189286035,0.0,1.0119047619047619,2,9,84,84,84,1,17.8,2.0941176470588236,2.0941176470588236,2.0941176470588236,968.9,113.98823529411764,113.98823529411764,113.98823529411764,Nonchurner
2012050,22,DC,F,Value,2,130,30,0.0,0.0,0.0,0.0,28,1,1,1,1,1,1.0,1.0,1.0,1.0,65.0,65.0,65.0,65.0,Churner
1693288,34,LA,M,Value,73,2658,840,1.030615986761952,183.28159443092713,0.0,2.607142857142857,7,6,28,28,28,1,10.428571428571429,2.5172413793103448,2.5172413793103448,2.5172413793103448,379.7142857142857,91.65517241379311,91.65517241379311,91.65517241379311,Nonchurner
2011906,30,ID,M,Fast,4,89,60,0.0,21.920310216782973,0.0,0.0,59,2,2,2,2,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,29.666666666666668,29.666666666666668,29.666666666666668,29.666666666666668,Nonchurner
2070989,22,DC,F,Value,51,1918,720,0.4484272031464407,61.916435035749856,0.0,1.5,43,12,24,4,24,1,3.923076923076923,2.04,10.2,2.04,147.53846153846155,76.72,383.6,76.72,Churner
583177,30,ID,M,Fast,21,4770,300,0.31622776601683794,361.10386317512587,0.0,0.0,9,8,10,10,10,1,2.3333333333333335,1.9090909090909092,1.9090909090909092,1.9090909090909092,530.0,433.6363636363636,433.6363636363636,433.6363636363636,Churner
1666200,26,GA,M,Inspiration,29,579,300,1.5951314818673865,52.68659960348341,0.0,5.7,8,9,10,10,10,1,2.9,2.6363636363636362,2.6363636363636362,2.6363636363636362,57.9,52.63636363636363,52.63636363636363,52.63636363636363,Churner
1752404,20,CA,F,Fast,67,2658,840,0.8317445171439015,65.33952837489699,0.0,0.0,8,13,28,28,28,1,4.785714285714286,2.310344827586207,2.310344827586207,2.310344827586207,189.85714285714286,91.65517241379311,91.65517241379311,91.65517241379311,Churner
556737,22,DC,F,Value,26,4824,330,0.6741998624632421,771.0578919427987,0.0,1.4545454545454546,10,11,11,4,11,1,2.1666666666666665,2.1666666666666665,5.2,2.1666666666666665,402.0,402.0,964.8,402.0,Churner
1961158,22,DC,F,Value,17,1376,240,0.35355339059327384,162.11019180086822,0.0,0.0,47,8,8,4,8,1,1.8888888888888888,1.8888888888888888,3.4,1.8888888888888888,152.88888888888889,152.88888888888889,275.2,152.88888888888889,Churner
826236,28,HI,M,Inspiration,67,1973,990,0.17407765595569785,30.41150848749283,0.0,1.878787878787879,9,5,33,33,33,1,11.166666666666666,1.9705882352941178,1.9705882352941178,1.9705882352941178,328.8333333333333,58.029411764705884,58.029411764705884,58.029411764705884,Churner
1643801,24,FL,F,Value,9,433,120,0.5,109.10965432383455,0.0,0.0,8,4,4,4,4,1,1.8,1.8,1.8,1.8,86.6,86.6,86.6,86.6,Churner
1705196,20,CA,F,Fast,18,856,270,0.0,44.2985452482484,0.0,0.0,64,9,9,9,9,1,1.8,1.8,1.8,1.8,85.6,85.6,85.6,85.6,Churner
1009973,22,DC,F,Value,115,4242,1710,0.13245323570650439,74.93114633935159,0.0,0.8596491228070176,8,12,57,4,57,1,8.846153846153847,1.9827586206896552,23.0,1.9827586206896552,326.3076923076923,73.13793103448276,848.4,73.13793103448276,Churner
934993,26,GA,M,Inspiration,10,368,120,1.0,111.74673746169655,0.0,0.0,28,4,4,4,4,1,2.0,2.0,2.0,2.0,73.6,73.6,73.6,73.6,Nonchurner
243729,30,ID,M,Fast,56,4536,750,0.43588989435406733,145.48083493482338,0.0,2.76,6,8,25,25,25,1,6.222222222222222,2.1538461538461537,2.1538461538461537,2.1538461538461537,504.0,174.46153846153845,174.46153846153845,174.46153846153845,Churner
1716543,22,DC,F,Value,29,1836,420,0.2672612419124245,75.18577723812597,0.0,0.0,2,12,14,4,14,1,2.230769230769231,1.9333333333333333,5.8,1.9333333333333333,141.23076923076923,122.4,367.2,122.4,Churner
1466967,32,KS,M,Fast,61,4389,840,0.39002102778747993,238.70648721188334,0.0,2.1785714285714284,7,7,28,28,28,1,7.625,2.103448275862069,2.103448275862069,2.103448275862069,548.625,151.3448275862069,151.3448275862069,151.3448275862069,Nonchurner
2162387,22,DC,F,Value,27,2945,270,1.5811388300841898,390.0762033813962,0.0,4.222222222222222,20,9,9,4,9,1,2.7,2.7,5.4,2.7,294.5,294.5,589.0,294.5,Churner
1742590,24,FL,F,Value,31,1075,390,0.5063696835418333,38.0972103427198,0.0,0.0,51,10,13,13,13,1,2.8181818181818183,2.2142857142857144,2.2142857142857144,2.2142857142857144,97.72727272727273,76.78571428571429,76.78571428571429,76.78571428571429,Nonchurner
1908300,22,DC,F,Value,5,1753,30,0.0,0.0,0.0,0.0,4,1,1,1,1,1,2.5,2.5,2.5,2.5,876.5,876.5,876.5,876.5,Nonchurner
1601191,20,CA,F,Fast,13,695,180,0.4082482904638631,173.36252959237373,0.0,0.0,82,6,6,6,6,1,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,99.28571428571429,99.28571428571429,99.28571428571429,99.28571428571429,Nonchurner
1236546,20,CA,F,Fast,16,268,120,2.0,33.94112549695428,0.0,0.0,58,4,4,4,4,1,3.2,3.2,3.2,3.2,53.6,53.6,53.6,53.6,Churner
1725279,28,HI,M,Inspiration,19,479,150,1.7888543819998317,81.66517005431385,0.0,13.4,12,5,5,5,5,1,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,79.83333333333333,79.83333333333333,79.83333333333333,79.83333333333333,Nonchurner
694477,28,HI,M,Inspiration,2,67,30,0.0,0.0,0.0,0.0,88,1,1,1,1,1,1.0,1.0,1.0,1.0,33.5,33.5,33.5,33.5,Churner
2165350,22,DC,F,Value,34,1997,390,1.325296290046213,159.30240553819772,0.0,2.3076923076923075,14,12,13,4,13,1,2.6153846153846154,2.4285714285714284,6.8,2.4285714285714284,153.6153846153846,142.64285714285714,399.4,142.64285714285714,Nonchurner
1437417,28,HI,M,Inspiration,26,1327,390,0.0,56.58984234304118,0.0,0.0,64,5,13,13,13,1,4.333333333333333,1.8571428571428572,1.8571428571428572,1.8571428571428572,221.16666666666666,94.78571428571429,94.78571428571429,94.78571428571429,Churner
1919722,24,FL,F,Value,4,106,60,0.0,32.526911934581186,0.0,0.0,28,2,2,2,2,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,Churner
2131529,26,GA,M,Inspiration,54,2699,690,0.6472807211834833,108.77901230378293,0.0,0.30434782608695654,12,9,23,23,23,1,5.4,2.25,2.25,2.25,269.9,112.45833333333333,112.45833333333333,112.45833333333333,Nonchurner
1453264,24,FL,F,Value,289,14562,3570,0.8979395299883718,170.93857879695372,0.0,0.6302521008403361,10,10,119,119,119,1,26.272727272727273,2.408333333333333,2.408333333333333,2.408333333333333,1323.8181818181818,121.35,121.35,121.35,Nonchurner
1639613,24,FL,F,Value,86,3656,1110,0.7092270461587058,75.94070707460519,0.0,1.1891891891891893,16,10,37,37,37,1,7.818181818181818,2.263157894736842,2.263157894736842,2.263157894736842,332.3636363636364,96.21052631578948,96.21052631578948,96.21052631578948,Churner
1709392,20,CA,F,Fast,36,804,420,1.0163498575623617,49.836215262079754,0.0,1.6428571428571428,29,13,14,14,14,1,2.5714285714285716,2.4,2.4,2.4,57.42857142857143,53.6,53.6,53.6,Nonchurner
1842290,24,FL,F,Value,15,2123,180,0.5477225575051661,472.5278475038976,0.0,0.16666666666666666,77,6,6,6,6,1,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,303.2857142857143,303.2857142857143,303.2857142857143,303.2857142857143,Churner
1648752,22,DC,F,Value,24,1521,330,0.6030226891555273,111.66475801172982,0.0,0.0,28,11,11,4,11,1,2.0,2.0,4.8,2.0,126.75,126.75,304.2,126.75,Nonchurner
1556630,20,CA,F,Fast,276,18655,3480,1.5188964667684297,245.20382290579442,0.0,0.6293103448275862,0,13,116,116,116,1,19.714285714285715,2.358974358974359,2.358974358974359,2.358974358974359,1332.5,159.44444444444446,159.44444444444446,159.44444444444446,Nonchurner
