UserId,Age,Gender,UserType,Address
491854,22,F,Value,DC
2163247,18,F,Fast,AL
1750523,36,M,Value,ME
2059618,18,F,Fast,AL
1488174,22,F,Value,DC
1669931,26,M,Inspiration,GA
1542814,24,F,Value,FL
562639,28,M,Inspiration,HI
593251,24,F,Value,FL
1747493,36,M,Value,ME
2039443,18,F,Fast,AL
2146830,20,F,Fast,CA
713581,30,M,Fast,ID
1887885,22,F,Value,DC
1907705,22,F,Value,DC
1484688,20,F,Fast,CA
108783,24,F,Value,FL
2082623,22,F,Value,DC
719279,26,M,Inspiration,GA
1440264,26,M,Inspiration,GA
1569477,24,F,Value,FL
2049497,24,F,Value,FL
1504485,22,F,Value,DC
1735926,22,F,Value,DC
2160758,28,M,Inspiration,HI
1156090,22,F,Value,DC
1967320,22,F,Value,DC
1711814,26,M,Inspiration,GA
1990417,36,M,Value,ME
1805285,24,F,Value,FL
1479806,24,F,Value,FL
1912518,28,M,Inspiration,HI
1764124,36,M,Value,ME
881754,34,M,Value,LA
2088069,20,F,Fast,CA
1598682,22,F,Value,DC
41899,28,M,Inspiration,HI
1576536,24,F,Value,FL
88443,26,M,Inspiration,GA
1587160,24,F,Value,FL
1254656,24,F,Value,FL
1796385,26,M,Inspiration,GA
1927980,18,F,Fast,AL
65246,32,M,Fast,KS
2003406,22,F,Value,DC
1791649,28,M,Inspiration,HI
966352,28,M,Inspiration,HI
1490566,26,M,Inspiration,GA
1706080,20,F,Fast,CA
1834889,26,M,Inspiration,GA
2036619,24,F,Value,FL
2107395,20,F,Fast,CA
1374262,30,M,Fast,ID
1674150,36,M,Value,ME
1915342,24,F,Value,FL
1795579,24,F,Value,FL
1765650,18,F,Fast,AL
1766302,24,F,Value,FL
1741774,26,M,Inspiration,GA
556379,28,M,Inspiration,HI
1635233,26,M,Inspiration,GA
1690201,22,F,Value,DC
2024708,24,F,Value,FL
1894104,22,F,Value,DC
183820,36,M,Value,ME
2175462,22,F,Value,DC
2079371,22,F,Value,DC
1936890,28,M,Inspiration,HI
216563,28,M,Inspiration,HI
2004168,18,F,Fast,AL
135437,30,M,Fast,ID
2075779,20,F,Fast,CA
593916,24,F,Value,FL
1578066,24,F,Value,FL
1059404,38,M,Inspiration,NE
1993661,28,M,Inspiration,HI
1796101,24,F,Value,FL
1602556,20,F,Fast,CA
1773150,22,F,Value,DC
1965767,34,M,Value,LA
221468,26,M,Inspiration,GA
2130379,18,F,Fast,AL
203174,22,F,Value,DC
43268,36,M,Value,ME
471306,26,M,Inspiration,GA
1700344,24,F,Value,FL
573918,24,F,Value,FL
1660402,26,M,Inspiration,GA
155183,28,M,Inspiration,HI
1642323,22,F,Value,DC
926769,36,M,Value,ME
1438278,26,M,Inspiration,GA
1989152,36,M,Value,ME
1741453,22,F,Value,DC
2162670,22,F,Value,DC
2165371,26,M,Inspiration,GA
426825,28,M,Inspiration,HI
2068085,30,M,Fast,ID
1616461,24,F,Value,FL
2128505,18,F,Fast,AL
1642538,28,M,Inspiration,HI
937437,38,M,Inspiration,NE
1682725,24,F,Value,FL
1893695,28,M,Inspiration,HI
900288,24,F,Value,FL
1665629,24,F,Value,FL
1891516,22,F,Value,DC
1467773,30,M,Fast,ID
2095524,22,F,Value,DC
944213,22,F,Value,DC
1965699,20,F,Fast,CA
27602,36,M,Value,ME
1774796,20,F,Fast,CA
1760508,22,F,Value,DC
547162,26,M,Inspiration,GA
651364,26,M,Inspiration,GA
2129649,30,M,Fast,ID
89471,20,F,Fast,CA
1371704,24,F,Value,FL
877750,24,F,Value,FL
2078398,20,F,Fast,CA
2010732,24,F,Value,FL
2153262,22,F,Value,DC
1918251,20,F,Fast,CA
2125146,18,F,Fast,AL
1663434,38,M,Inspiration,NE
792272,26,M,Inspiration,GA
2164787,22,F,Value,DC
1775885,22,F,Value,DC
2170300,24,F,Value,FL
1782067,20,F,Fast,CA
1906640,20,F,Fast,CA
1984195,26,M,Inspiration,GA
907638,24,F,Value,FL
267374,24,F,Value,FL
2148336,20,F,Fast,CA
1152433,26,M,Inspiration,GA
821439,22,F,Value,DC
1563560,22,F,Value,DC
1650311,28,M,Inspiration,HI
1899246,18,F,Fast,AL
1876223,36,M,Value,ME
660366,26,M,Inspiration,GA
1499415,22,F,Value,DC
1285711,30,M,Fast,ID
2039139,18,F,Fast,AL
2161182,20,F,Fast,CA
1942150,22,F,Value,DC
2063509,32,M,Fast,KS
1679848,18,F,Fast,AL
2136326,32,M,Fast,KS
2141620,20,F,Fast,CA
2176872,18,F,Fast,AL
979673,38,M,Inspiration,NE
1736650,24,F,Value,FL
2021592,20,F,Fast,CA
1684897,28,M,Inspiration,HI
2064599,24,F,Value,FL
963214,28,M,Inspiration,HI
74705,28,M,Inspiration,HI
1605680,28,M,Inspiration,HI
534660,26,M,Inspiration,GA
1508292,22,F,Value,DC
774902,22,F,Value,DC
1280655,22,F,Value,DC
917187,28,M,Inspiration,HI
1803953,24,F,Value,FL
1956192,26,M,Inspiration,GA
1848961,30,M,Fast,ID
1141239,26,M,Inspiration,GA
2146677,20,F,Fast,CA
2117905,22,F,Value,DC
1694056,24,F,Value,FL
2144400,20,F,Fast,CA
2075496,24,F,Value,FL
2157819,20,F,Fast,CA
543362,26,M,Inspiration,GA
1599016,20,F,Fast,CA
1561785,22,F,Value,DC
2016086,18,F,Fast,AL
2077964,22,F,Value,DC
1429511,28,M,Inspiration,HI
1372360,34,M,Value,LA
1173612,26,M,Inspiration,GA
1473736,34,M,Value,LA
900424,24,F,Value,FL
1079457,26,M,Inspiration,GA
2066302,20,F,Fast,CA
1511421,36,M,Value,ME
1858779,28,M,Inspiration,HI
1811644,22,F,Value,DC
1773652,36,M,Value,ME
2155679,18,F,Fast,AL
161887,24,F,Value,FL
1513449,30,M,Fast,ID
921481,28,M,Inspiration,HI
1445658,28,M,Inspiration,HI
2069426,20,F,Fast,CA
792081,34,M,Value,LA
2174571,26,M,Inspiration,GA
532502,28,M,Inspiration,HI
2040135,20,F,Fast,CA
2121240,28,M,Inspiration,HI
2043525,22,F,Value,DC
1026758,26,M,Inspiration,GA
745667,36,M,Value,ME
59849,22,F,Value,DC
1904346,22,F,Value,DC
1594325,22,F,Value,DC
2015478,28,M,Inspiration,HI
810679,36,M,Value,ME
2028928,20,F,Fast,CA
2163759,18,F,Fast,AL
1944618,26,M,Inspiration,GA
2094923,24,F,Value,FL
1015295,38,M,Inspiration,NE
1858748,24,F,Value,FL
1897105,28,M,Inspiration,HI
2160789,18,F,Fast,AL
601536,26,M,Inspiration,GA
530584,34,M,Value,LA
2179470,22,F,Value,DC
735767,26,M,Inspiration,GA
1459648,32,M,Fast,KS
321342,20,F,Fast,CA
2163820,26,M,Inspiration,GA
1965385,20,F,Fast,CA
1876445,22,F,Value,DC
792784,30,M,Fast,ID
1825405,38,M,Inspiration,NE
1443067,24,F,Value,FL
1872730,26,M,Inspiration,GA
2156041,28,M,Inspiration,HI
2172700,22,F,Value,DC
578296,38,M,Inspiration,NE
1639118,28,M,Inspiration,HI
1593724,26,M,Inspiration,GA
280724,24,F,Value,FL
1937771,20,F,Fast,CA
1910890,22,F,Value,DC
1116520,22,F,Value,DC
1775649,38,M,Inspiration,NE
1799485,22,F,Value,DC
1550383,22,F,Value,DC
2015782,30,M,Fast,ID
1434959,36,M,Value,ME
19485,26,M,Inspiration,GA
895676,24,F,Value,FL
2031020,26,M,Inspiration,GA
1843232,26,M,Inspiration,GA
639904,26,M,Inspiration,GA
1603331,22,F,Value,DC
2014365,38,M,Inspiration,NE
2139754,20,F,Fast,CA
1561525,24,F,Value,FL
1775762,22,F,Value,DC
1414777,26,M,Inspiration,GA
2039269,22,F,Value,DC
2153354,24,F,Value,FL
2020311,36,M,Value,ME
1774734,36,M,Value,ME
1764790,22,F,Value,DC
1992794,32,M,Fast,KS
1537438,24,F,Value,FL
315877,22,F,Value,DC
1506946,22,F,Value,DC
1586047,24,F,Value,FL
136175,28,M,Inspiration,HI
1874045,32,M,Fast,KS
1733229,24,F,Value,FL
1751530,20,F,Fast,CA
207127,30,M,Fast,ID
1487139,26,M,Inspiration,GA
916791,36,M,Value,ME
126664,22,F,Value,DC
1817165,20,F,Fast,CA
2005011,30,M,Fast,ID
1681513,24,F,Value,FL
916265,26,M,Inspiration,GA
2104288,22,F,Value,DC
1310086,28,M,Inspiration,HI
935580,22,F,Value,DC
1522588,24,F,Value,FL
1373640,22,F,Value,DC
883690,28,M,Inspiration,HI
1725965,24,F,Value,FL
2177596,20,F,Fast,CA
1552219,26,M,Inspiration,GA
1987011,24,F,Value,FL
2161106,28,M,Inspiration,HI
66434,26,M,Inspiration,GA
538429,26,M,Inspiration,GA
198036,22,F,Value,DC
2010459,30,M,Fast,ID
1500111,28,M,Inspiration,HI
2142181,30,M,Fast,ID
2152678,22,F,Value,DC
851627,20,F,Fast,CA
550735,22,F,Value,DC
1843911,18,F,Fast,AL
1863759,22,F,Value,DC
1949019,24,F,Value,FL
1620475,24,F,Value,FL
944794,26,M,Inspiration,GA
1847063,38,M,Inspiration,NE
197251,24,F,Value,FL
2142167,24,F,Value,FL
1819442,20,F,Fast,CA
2033571,30,M,Fast,ID
1296373,28,M,Inspiration,HI
1331487,28,M,Inspiration,HI
2028423,26,M,Inspiration,GA
2168030,26,M,Inspiration,GA
1906241,18,F,Fast,AL
1912610,26,M,Inspiration,GA
1362443,28,M,Inspiration,HI
925144,24,F,Value,FL
197602,36,M,Value,ME
1275057,24,F,Value,FL
2018219,28,M,Inspiration,HI
2165930,24,F,Value,FL
1122153,30,M,Fast,ID
163591,26,M,Inspiration,GA
782419,24,F,Value,FL
1903196,24,F,Value,FL
818180,30,M,Fast,ID
1509534,30,M,Fast,ID
2068170,22,F,Value,DC
706600,26,M,Inspiration,GA
1073349,24,F,Value,FL
1165450,28,M,Inspiration,HI
212810,32,M,Fast,KS
320314,20,F,Fast,CA
266216,22,F,Value,DC
2179316,36,M,Value,ME
1433143,26,M,Inspiration,GA
404335,26,M,Inspiration,GA
1524674,32,M,Fast,KS
1888738,34,M,Value,LA
1245562,22,F,Value,DC
654174,20,F,Fast,CA
423428,28,M,Inspiration,HI
1113588,24,F,Value,FL
1038522,24,F,Value,FL
1524087,26,M,Inspiration,GA
1779395,24,F,Value,FL
571037,28,M,Inspiration,HI
1290975,30,M,Fast,ID
1500746,20,F,Fast,CA
2081572,26,M,Inspiration,GA
1053204,28,M,Inspiration,HI
237568,32,M,Fast,KS
2041781,28,M,Inspiration,HI
919785,26,M,Inspiration,GA
2162540,22,F,Value,DC
2128727,28,M,Inspiration,HI
1704793,28,M,Inspiration,HI
1982597,24,F,Value,FL
1534024,24,F,Value,FL
556478,28,M,Inspiration,HI
1449311,28,M,Inspiration,HI
1762267,28,M,Inspiration,HI
1795142,28,M,Inspiration,HI
1456531,34,M,Value,LA
1688499,22,F,Value,DC
153455,30,M,Fast,ID
2172020,22,F,Value,DC
2096422,20,F,Fast,CA
1658683,28,M,Inspiration,HI
1398360,36,M,Value,ME
1447393,22,F,Value,DC
1661997,18,F,Fast,AL
1002707,38,M,Inspiration,NE
2154269,20,F,Fast,CA
938502,38,M,Inspiration,NE
2162943,26,M,Inspiration,GA
116948,28,M,Inspiration,HI
425996,26,M,Inspiration,GA
1779258,38,M,Inspiration,NE
950191,36,M,Value,ME
2131727,22,F,Value,DC
2021318,22,F,Value,DC
1253055,26,M,Inspiration,GA
1971867,24,F,Value,FL
385330,24,F,Value,FL
1485067,34,M,Value,LA
2073898,18,F,Fast,AL
2130768,18,F,Fast,AL
1717420,22,F,Value,DC
2017236,26,M,Inspiration,GA
895089,22,F,Value,DC
1078590,28,M,Inspiration,HI
450905,30,M,Fast,ID
950818,18,F,Fast,AL
1598057,24,F,Value,FL
1785290,22,F,Value,DC
489189,24,F,Value,FL
2071276,26,M,Inspiration,GA
1794763,22,F,Value,DC
355767,26,M,Inspiration,GA
1666817,20,F,Fast,CA
1298872,26,M,Inspiration,GA
2118315,20,F,Fast,CA
167711,24,F,Value,FL
1891431,22,F,Value,DC
81215,28,M,Inspiration,HI
1314070,24,F,Value,FL
46023,30,M,Fast,ID
1603386,28,M,Inspiration,HI
1871464,18,F,Fast,AL
1689359,30,M,Fast,ID
1535267,22,F,Value,DC
532533,24,F,Value,FL
1504584,22,F,Value,DC
1961837,28,M,Inspiration,HI
1991506,30,M,Fast,ID
1668798,28,M,Inspiration,HI
2086645,20,F,Fast,CA
659322,26,M,Inspiration,GA
273467,22,F,Value,DC
161344,24,F,Value,FL
1173643,24,F,Value,FL
1612623,24,F,Value,FL
1849227,30,M,Fast,ID
1114,38,M,Inspiration,NE
1473859,26,M,Inspiration,GA
607286,36,M,Value,ME
1756747,22,F,Value,DC
2177763,20,F,Fast,CA
159761,24,F,Value,FL
1559638,22,F,Value,DC
912939,28,M,Inspiration,HI
1693127,26,M,Inspiration,GA
1626842,28,M,Inspiration,HI
1872133,18,F,Fast,AL
393554,20,F,Fast,CA
1713344,28,M,Inspiration,HI
1787980,24,F,Value,FL
433618,24,F,Value,FL
812833,22,F,Value,DC
2088045,22,F,Value,DC
1878791,22,F,Value,DC
256255,24,F,Value,FL
159235,24,F,Value,FL
1157407,26,M,Inspiration,GA
1183918,24,F,Value,FL
1160988,22,F,Value,DC
2033823,24,F,Value,FL
2010230,20,F,Fast,CA
2111385,22,F,Value,DC
2086522,38,M,Inspiration,NE
175563,22,F,Value,DC
1917353,28,M,Inspiration,HI
2100030,22,F,Value,DC
2033595,20,F,Fast,CA
1074110,24,F,Value,FL
1873270,28,M,Inspiration,HI
245877,22,F,Value,DC
1506144,32,M,Fast,KS
1182614,28,M,Inspiration,HI
2111484,36,M,Value,ME
679269,24,F,Value,FL
1891090,30,M,Fast,ID
1373593,24,F,Value,FL
2007053,24,F,Value,FL
1850667,24,F,Value,FL
400177,22,F,Value,DC
1994927,28,M,Inspiration,HI
2164572,28,M,Inspiration,HI
1937300,20,F,Fast,CA
53489,34,M,Value,LA
436909,28,M,Inspiration,HI
1663991,22,F,Value,DC
740631,32,M,Fast,KS
2141283,24,F,Value,FL
2172768,18,F,Fast,AL
2160673,20,F,Fast,CA
881160,28,M,Inspiration,HI
997714,24,F,Value,FL
972049,28,M,Inspiration,HI
2169751,24,F,Value,FL
2160918,34,M,Value,LA
166899,26,M,Inspiration,GA
1420334,20,F,Fast,CA
1748001,24,F,Value,FL
2112887,20,F,Fast,CA
519275,24,F,Value,FL
2165510,24,F,Value,FL
1136580,30,M,Fast,ID
1978890,26,M,Inspiration,GA
706248,30,M,Fast,ID
2014976,22,F,Value,DC
1194815,34,M,Value,LA
1040204,26,M,Inspiration,GA
1689038,20,F,Fast,CA
187924,22,F,Value,DC
1723985,18,F,Fast,AL
1846776,38,M,Inspiration,NE
1787031,22,F,Value,DC
582477,22,F,Value,DC
919853,24,F,Value,FL
1398848,28,M,Inspiration,HI
1925549,30,M,Fast,ID
1377317,32,M,Fast,KS
1543613,28,M,Inspiration,HI
2170115,26,M,Inspiration,GA
1208666,20,F,Fast,CA
1510905,22,F,Value,DC
1751500,28,M,Inspiration,HI
1116305,24,F,Value,FL
1445351,24,F,Value,FL
1804684,22,F,Value,DC
1675239,24,F,Value,FL
638181,30,M,Fast,ID
1791130,28,M,Inspiration,HI
1596268,26,M,Inspiration,GA
1181143,36,M,Value,ME
1817097,30,M,Fast,ID
1741798,24,F,Value,FL
1038393,26,M,Inspiration,GA
1646659,22,F,Value,DC
2091922,26,M,Inspiration,GA
2057942,22,F,Value,DC
393998,24,F,Value,FL
1768207,22,F,Value,DC
1986571,34,M,Value,LA
2129502,18,F,Fast,AL
1164269,24,F,Value,FL
1684682,24,F,Value,FL
1158817,30,M,Fast,ID
516144,22,F,Value,DC
797703,24,F,Value,FL
1755061,28,M,Inspiration,HI
165915,22,F,Value,DC
1328876,30,M,Fast,ID
1645058,20,F,Fast,CA
2116970,24,F,Value,FL
1712927,34,M,Value,LA
1983204,20,F,Fast,CA
2143966,26,M,Inspiration,GA
1290876,22,F,Value,DC
2112023,18,F,Fast,AL
1942362,18,F,Fast,AL
1199643,22,F,Value,DC
1166700,24,F,Value,FL
1564526,24,F,Value,FL
524210,22,F,Value,DC
1776547,32,M,Fast,KS
2152480,20,F,Fast,CA
984899,38,M,Inspiration,NE
84551,24,F,Value,FL
1594899,20,F,Fast,CA
1063487,28,M,Inspiration,HI
2167887,20,F,Fast,CA
1936002,32,M,Fast,KS
2106070,30,M,Fast,ID
1806794,18,F,Fast,AL
1679282,26,M,Inspiration,GA
650008,24,F,Value,FL
575691,20,F,Fast,CA
1298858,30,M,Fast,ID
1827249,36,M,Value,ME
1295215,24,F,Value,FL
1484466,20,F,Fast,CA
1924818,28,M,Inspiration,HI
1848787,26,M,Inspiration,GA
25059,24,F,Value,FL
1692854,24,F,Value,FL
2158970,26,M,Inspiration,GA
1406079,22,F,Value,DC
1586962,24,F,Value,FL
2175830,20,F,Fast,CA
1651943,24,F,Value,FL
1211413,30,M,Fast,ID
1072052,38,M,Inspiration,NE
2111057,24,F,Value,FL
171749,24,F,Value,FL
2017106,18,F,Fast,AL
531468,26,M,Inspiration,GA
2123930,18,F,Fast,AL
1694094,22,F,Value,DC
1462716,24,F,Value,FL
1126496,26,M,Inspiration,GA
1315081,28,M,Inspiration,HI
49369,26,M,Inspiration,GA
1874915,24,F,Value,FL
1213523,26,M,Inspiration,GA
1382687,26,M,Inspiration,GA
463090,26,M,Inspiration,GA
1485173,24,F,Value,FL
909434,22,F,Value,DC
1849159,36,M,Value,ME
1784146,24,F,Value,FL
1204378,20,F,Fast,CA
1532662,28,M,Inspiration,HI
1680387,20,F,Fast,CA
1816687,26,M,Inspiration,GA
2131079,22,F,Value,DC
1947428,22,F,Value,DC
1997874,26,M,Inspiration,GA
2156280,30,M,Fast,ID
2164886,22,F,Value,DC
28647,26,M,Inspiration,GA
903784,36,M,Value,ME
2140392,24,F,Value,FL
709393,26,M,Inspiration,GA
1323430,22,F,Value,DC
1745010,38,M,Inspiration,NE
1964616,20,F,Fast,CA
1550901,24,F,Value,FL
1851763,26,M,Inspiration,GA
2071788,28,M,Inspiration,HI
1580656,24,F,Value,FL
1751827,26,M,Inspiration,GA
1696487,30,M,Fast,ID
1692847,24,F,Value,FL
1938594,22,F,Value,DC
2154405,24,F,Value,FL
1566797,30,M,Fast,ID
866997,24,F,Value,FL
95519,32,M,Fast,KS
1637650,28,M,Inspiration,HI
940659,26,M,Inspiration,GA
57494,28,M,Inspiration,HI
26667,32,M,Fast,KS
1639941,24,F,Value,FL
1715935,30,M,Fast,ID
1154352,24,F,Value,FL
1343367,24,F,Value,FL
143449,26,M,Inspiration,GA
1823296,22,F,Value,DC
1725798,24,F,Value,FL
975187,24,F,Value,FL
1781602,22,F,Value,DC
1396394,22,F,Value,DC
1546096,24,F,Value,FL
1867245,26,M,Inspiration,GA
98138,24,F,Value,FL
1655057,20,F,Fast,CA
2037128,28,M,Inspiration,HI
1646543,32,M,Fast,KS
348943,32,M,Fast,KS
2062260,22,F,Value,DC
1960335,26,M,Inspiration,GA
1928267,22,F,Value,DC
1653787,22,F,Value,DC
1208850,18,F,Fast,AL
1965095,26,M,Inspiration,GA
2133653,20,F,Fast,CA
2039832,22,F,Value,DC
322158,24,F,Value,FL
1619967,22,F,Value,DC
1623513,20,F,Fast,CA
1039635,24,F,Value,FL
1933681,22,F,Value,DC
426733,34,M,Value,LA
1435062,24,F,Value,FL
603486,24,F,Value,FL
2064162,26,M,Inspiration,GA
857216,28,M,Inspiration,HI
2168525,20,F,Fast,CA
1930727,22,F,Value,DC
1688109,26,M,Inspiration,GA
43992,36,M,Value,ME
1031325,24,F,Value,FL
2036282,26,M,Inspiration,GA
1919930,26,M,Inspiration,GA
1941853,20,F,Fast,CA
1847988,24,F,Value,FL
1278096,26,M,Inspiration,GA
923416,24,F,Value,FL
392618,28,M,Inspiration,HI
1483530,30,M,Fast,ID
1787994,22,F,Value,DC
1293167,26,M,Inspiration,GA
1405676,24,F,Value,FL
765863,24,F,Value,FL
1785181,24,F,Value,FL
1859417,20,F,Fast,CA
519459,22,F,Value,DC
2105445,20,F,Fast,CA
1874970,18,F,Fast,AL
1606394,20,F,Fast,CA
351844,24,F,Value,FL
1915182,26,M,Inspiration,GA
2097443,26,M,Inspiration,GA
1790949,22,F,Value,DC
838666,22,F,Value,DC
1912013,20,F,Fast,CA
1770491,24,F,Value,FL
1979590,34,M,Value,LA
635319,24,F,Value,FL
2131352,18,F,Fast,AL
1251,24,F,Value,FL
1118729,22,F,Value,DC
173361,20,F,Fast,CA
2127966,20,F,Fast,CA
1884105,26,M,Inspiration,GA
317659,26,M,Inspiration,GA
1981569,22,F,Value,DC
1051057,28,M,Inspiration,HI
1702676,18,F,Fast,AL
2117936,18,F,Fast,AL
1687570,22,F,Value,DC
1803502,26,M,Inspiration,GA
1572149,24,F,Value,FL
2173529,28,M,Inspiration,HI
913028,32,M,Fast,KS
483446,30,M,Fast,ID
1724449,22,F,Value,DC
2123746,18,F,Fast,AL
1996037,20,F,Fast,CA
1892889,22,F,Value,DC
353268,28,M,Inspiration,HI
2039429,20,F,Fast,CA
1724524,22,F,Value,DC
1913454,20,F,Fast,CA
2068726,26,M,Inspiration,GA
1464291,28,M,Inspiration,HI
609013,26,M,Inspiration,GA
147294,26,M,Inspiration,GA
1856836,30,M,Fast,ID
1909396,34,M,Value,LA
1344098,28,M,Inspiration,HI
2100099,20,F,Fast,CA
1940955,28,M,Inspiration,HI
1765213,36,M,Value,ME
942394,32,M,Fast,KS
1672221,24,F,Value,FL
1677288,28,M,Inspiration,HI
384422,30,M,Fast,ID
381421,26,M,Inspiration,GA
910102,28,M,Inspiration,HI
843622,26,M,Inspiration,GA
1452625,24,F,Value,FL
1881012,24,F,Value,FL
2172003,20,F,Fast,CA
2025163,28,M,Inspiration,HI
1430900,22,F,Value,DC
1897006,24,F,Value,FL
1736343,20,F,Fast,CA
1624961,22,F,Value,DC
2178371,26,M,Inspiration,GA
1753142,28,M,Inspiration,HI
2032850,30,M,Fast,ID
1899833,18,F,Fast,AL
1105156,22,F,Value,DC
1641425,18,F,Fast,AL
1831154,26,M,Inspiration,GA
1560924,24,F,Value,FL
1033961,20,F,Fast,CA
1801362,24,F,Value,FL
2164695,32,M,Fast,KS
2074819,20,F,Fast,CA
1878838,22,F,Value,DC
1682282,24,F,Value,FL
217058,20,F,Fast,CA
848603,18,F,Fast,AL
1817172,18,F,Fast,AL
1200349,26,M,Inspiration,GA
2163660,28,M,Inspiration,HI
1553820,24,F,Value,FL
1484527,30,M,Fast,ID
1968310,22,F,Value,DC
1590870,28,M,Inspiration,HI
1858793,28,M,Inspiration,HI
1819695,30,M,Fast,ID
2122008,18,F,Fast,AL
1917056,20,F,Fast,CA
222748,20,F,Fast,CA
2047141,18,F,Fast,AL
1645447,22,F,Value,DC
