UserId,Age,Address,Gender,UserType,Unnamed: 0,TransactionId,Timestamp,ItemId,Quantity,Value,Location,ProductCategory,Parsed_Date,Label,churnPeriod
1976718,22,DC,F,Value,37,1382347,2001-01-22,213823471,7,145,Naval Anacost Annex,Consumer Electronics,2001-01-22,Churner,21
1976718,22,DC,F,Value,38,1382373,2001-01-22,213823731,2,41,Washington Navy Yard,Footwear,2001-01-22,Churner,21
1976718,22,DC,F,Value,39,1382473,2001-01-22,213824731,2,95,Parcel Return Service,Food,2001-01-22,Churner,21
1976718,22,DC,F,Value,40,1382522,2001-01-22,213825221,2,460,Washington,Health & Beauty Supplements,2001-01-22,Churner,21
1976718,22,DC,F,Value,41,1382592,2001-01-22,213825921,2,39,Naval Anacost Annex,Jwellary,2001-01-22,Churner,21
1976718,22,DC,F,Value,42,1382805,2001-01-22,213828051,2,220,Washington Navy Yard,Books,2001-01-22,Churner,21
1976718,22,DC,F,Value,43,1382915,2001-01-22,213829151,2,41,Parcel Return Service,Mobile Phones,2001-01-22,Churner,21
1976718,22,DC,F,Value,44,1382928,2001-01-22,213829281,2,426,Washington,Fashion Accessories,2001-01-22,Churner,21
1976718,22,DC,F,Value,45,1383121,2001-01-22,213831211,3,91,Naval Anacost Annex,Home Decor,2001-01-22,Churner,21
1976718,22,DC,F,Value,46,1383190,2001-01-22,213831901,2,129,Washington Navy Yard,Kitchen & Home Appliances,2001-01-22,Churner,21
1976718,22,DC,F,Value,47,1383421,2001-01-22,213834211,2,79,Parcel Return Service,Toys & Games,2001-01-22,Churner,21
1976718,22,DC,F,Value,48,1383456,2001-01-22,213834561,2,55,Washington,Apparels,2001-01-22,Churner,21
1976718,22,DC,F,Value,49,1383601,2001-01-22,213836011,2,210,Naval Anacost Annex,Consumer Electronics,2001-01-22,Churner,21
1976718,22,DC,F,Value,50,1383722,2001-01-22,213837221,2,106,Washington Navy Yard,Footwear,2001-01-22,Churner,21
768536,18,AL,F,Fast,51,960214,2000-11-20,29602141,5,397,Moody,Apparels,2000-11-20,Nonchurner,21
768536,18,AL,F,Fast,52,1158422,2000-12-17,211584221,2,120,Adamsville,Consumer Electronics,2000-12-17,Nonchurner,21
768536,18,AL,F,Fast,53,1158724,2000-12-17,211587241,2,40,Adger,Footwear,2000-12-17,Nonchurner,21
768536,18,AL,F,Fast,54,1158940,2000-12-17,211589401,2,39,Alabaster,Apparels,2000-12-17,Nonchurner,21
768536,18,AL,F,Fast,55,1158949,2000-12-17,211589491,2,31,Alexander City,Consumer Electronics,2000-12-17,Nonchurner,21
768536,18,AL,F,Fast,56,1159849,2000-12-17,211598491,2,64,Allgood,Footwear,2000-12-17,Nonchurner,21
768536,18,AL,F,Fast,57,1160081,2000-12-17,211600811,2,70,Alpine,Apparels,2000-12-17,Nonchurner,21
768536,18,AL,F,Fast,58,1225305,2001-01-14,212253051,2,271,Alton,Consumer Electronics,2001-01-14,Nonchurner,21
768536,18,AL,F,Fast,59,1225659,2001-01-14,212256591,2,116,Arab,Footwear,2001-01-14,Nonchurner,21
768536,18,AL,F,Fast,60,1225868,2001-01-14,212258681,2,426,Baileyton,Apparels,2001-01-14,Nonchurner,21
768536,18,AL,F,Fast,61,1226452,2001-01-14,212264521,3,191,Bessemer,Consumer Electronics,2001-01-14,Nonchurner,21
768536,18,AL,F,Fast,62,1579955,2001-02-21,215799551,2,46,Blountsville,Footwear,2001-02-21,Nonchurner,21
768536,18,AL,F,Fast,63,1581358,2001-02-21,215813581,5,437,Bon Air,Apparels,2001-02-21,Nonchurner,21
768536,18,AL,F,Fast,64,1627731,2001-02-28,216277311,2,25,Bremen,Consumer Electronics,2001-02-28,Nonchurner,21
1895118,24,FL,F,Value,65,1151504,2000-12-16,211515041,3,179,Fleming Island,Apparels,2000-12-16,Churner,21
1895118,24,FL,F,Value,66,1151861,2000-12-16,211518611,2,39,Ponte Vedra Beach,Consumer Electronics,2000-12-16,Churner,21
1895118,24,FL,F,Value,67,1152180,2000-12-16,211521801,2,24,Bostwick,Footwear,2000-12-16,Churner,21
1895118,24,FL,F,Value,68,1152514,2000-12-16,211525141,2,23,Branford,Food,2000-12-16,Churner,21
1895118,24,FL,F,Value,69,1152759,2000-12-16,211527591,2,98,Bryceville,Health & Beauty Supplements,2000-12-16,Churner,21
1895118,24,FL,F,Value,70,1153146,2000-12-16,211531461,2,23,Callahan,Jwellary,2000-12-16,Churner,21
1895118,24,FL,F,Value,71,1153210,2000-12-16,211532101,2,49,Day,Books,2000-12-16,Churner,21
1895118,24,FL,F,Value,72,1153433,2000-12-16,211534331,2,33,Lake City,Mobile Phones,2000-12-16,Churner,21
1895118,24,FL,F,Value,73,1153655,2000-12-16,211536551,2,23,Raiford,Fashion Accessories,2000-12-16,Churner,21
1895118,24,FL,F,Value,74,1153876,2000-12-16,211538761,2,50,Doctors Inlet,Home Decor,2000-12-16,Churner,21
1895118,24,FL,F,Value,75,1154642,2000-12-16,211546421,2,36,Elkton,Apparels,2000-12-16,Churner,21
1895118,24,FL,F,Value,76,1154806,2000-12-16,211548061,3,171,Fernandina Beach,Consumer Electronics,2000-12-16,Churner,21
1895118,24,FL,F,Value,77,1155928,2000-12-16,211559281,2,85,Fort White,Footwear,2000-12-16,Churner,21
1895118,24,FL,F,Value,78,1155939,2000-12-16,211559391,2,23,Glen Saint Mary,Food,2000-12-16,Churner,21
1895118,24,FL,F,Value,79,1155953,2000-12-16,211559531,2,230,Yulee,Health & Beauty Supplements,2000-12-16,Churner,21
1895118,24,FL,F,Value,80,1486208,2001-02-05,214862081,2,63,Graham,Jwellary,2001-02-05,Churner,21
1895118,24,FL,F,Value,81,1486542,2001-02-05,214865421,2,85,Green Cove Springs,Books,2001-02-05,Churner,21
1895118,24,FL,F,Value,82,1487706,2001-02-05,214877061,2,83,Hampton,Mobile Phones,2001-02-05,Churner,21
1895118,24,FL,F,Value,83,1487820,2001-02-05,214878201,2,26,Hilliard,Fashion Accessories,2001-02-05,Churner,21
1895118,24,FL,F,Value,84,1487911,2001-02-05,214879111,2,26,Middleburg,Home Decor,2001-02-05,Churner,21
1895118,24,FL,F,Value,85,1487919,2001-02-05,214879191,2,66,Jasper,Apparels,2001-02-05,Churner,21
1895118,24,FL,F,Value,86,1487969,2001-02-05,214879691,2,87,Jennings,Consumer Electronics,2001-02-05,Churner,21
1895118,24,FL,F,Value,87,1488001,2001-02-05,214880011,2,46,Lake Butler,Footwear,2001-02-05,Churner,21
1895118,24,FL,F,Value,88,1488092,2001-02-05,214880921,2,60,Lawtey,Food,2001-02-05,Churner,21
1895118,24,FL,F,Value,89,1488184,2001-02-05,214881841,2,130,Lee,Health & Beauty Supplements,2001-02-05,Churner,21
1895118,24,FL,F,Value,90,1488342,2001-02-05,214883421,2,66,Live Oak,Jwellary,2001-02-05,Churner,21
1895118,24,FL,F,Value,91,1488475,2001-02-05,214884751,2,54,Lulu,Books,2001-02-05,Churner,21
1895118,24,FL,F,Value,92,1488580,2001-02-05,214885801,2,22,Mc Alpin,Mobile Phones,2001-02-05,Churner,21
1895118,24,FL,F,Value,93,1488905,2001-02-05,214889051,4,55,Macclenny,Fashion Accessories,2001-02-05,Churner,21
1895118,24,FL,F,Value,94,1489170,2001-02-05,214891701,2,39,Orange Park,Home Decor,2001-02-05,Churner,21
1895118,24,FL,F,Value,95,1489281,2001-02-05,214892811,2,50,Mayo,Apparels,2001-02-05,Churner,21
1895118,24,FL,F,Value,96,1489289,2001-02-05,214892891,3,99,O Brien,Consumer Electronics,2001-02-05,Churner,21
1895118,24,FL,F,Value,97,1489536,2001-02-05,214895361,2,30,Olustee,Footwear,2001-02-05,Churner,21
1895118,24,FL,F,Value,98,1489757,2001-02-05,214897571,3,19,Penney Farms,Food,2001-02-05,Churner,21
1895118,24,FL,F,Value,99,1490332,2001-02-05,214903321,2,65,Saint Augustine,Health & Beauty Supplements,2001-02-05,Churner,21
1587808,36,ME,M,Value,100,1173703,2000-12-18,211737031,3,151,Berwick,Apparels,2000-12-18,Nonchurner,21
1587808,36,ME,M,Value,101,1211578,2000-12-31,212115781,3,125,Cape Neddick,Consumer Electronics,2000-12-31,Nonchurner,21
1587808,36,ME,M,Value,102,1377282,2001-01-22,213772821,2,57,Eliot,Footwear,2001-01-22,Nonchurner,21
1587808,36,ME,M,Value,103,1377815,2001-01-22,213778151,4,64,Kittery,Food,2001-01-22,Nonchurner,21
1587808,36,ME,M,Value,104,1377925,2001-01-22,213779251,2,120,Kittery Point,Apparels,2001-01-22,Nonchurner,21
1587808,36,ME,M,Value,105,1377938,2001-01-22,213779381,6,199,North Berwick,Consumer Electronics,2001-01-22,Nonchurner,21
1587808,36,ME,M,Value,106,1378478,2001-01-22,213784781,13,263,Ogunquit,Footwear,2001-01-22,Nonchurner,21
1587808,36,ME,M,Value,107,1378986,2001-01-22,213789861,4,121,South Berwick,Food,2001-01-22,Nonchurner,21
1587808,36,ME,M,Value,108,1379567,2001-01-22,213795671,6,201,York,Apparels,2001-01-22,Nonchurner,21
1587808,36,ME,M,Value,109,1391604,2001-01-23,213916041,2,25,York Beach,Consumer Electronics,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,110,1392766,2001-01-23,213927661,2,79,York Harbor,Footwear,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,111,1393240,2001-01-23,213932401,4,54,Acton,Food,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,112,1393310,2001-01-23,213933101,4,277,Alfred,Apparels,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,113,1393414,2001-01-23,213934141,3,77,Bailey Island,Consumer Electronics,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,114,1394385,2001-01-23,213943851,4,52,Bar Mills,Footwear,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,115,1395287,2001-01-23,213952871,3,81,Biddeford,Food,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,116,1395292,2001-01-23,213952921,3,54,Biddeford Pool,Apparels,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,117,1395484,2001-01-23,213954841,2,29,Bowdoinham,Consumer Electronics,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,118,1395916,2001-01-23,213959161,2,38,Bridgton,Footwear,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,119,1395984,2001-01-23,213959841,2,76,Brownfield,Food,2001-01-23,Nonchurner,21
1587808,36,ME,M,Value,120,1533445,2001-02-15,215334451,2,460,Brunswick,Apparels,2001-02-15,Nonchurner,21
1587808,36,ME,M,Value,121,1533685,2001-02-15,215336851,2,140,Bustins Island,Consumer Electronics,2001-02-15,Nonchurner,21
1587808,36,ME,M,Value,122,1535117,2001-02-15,215351171,2,620,Cape Porpoise,Footwear,2001-02-15,Nonchurner,21
1587808,36,ME,M,Value,123,1535277,2001-02-15,215352771,2,136,Casco,Food,2001-02-15,Nonchurner,21
1587808,36,ME,M,Value,124,1587665,2001-02-23,215876651,5,77,Center Lovell,Apparels,2001-02-23,Nonchurner,21
1587808,36,ME,M,Value,125,1587999,2001-02-23,215879991,5,53,Chebeague Island,Consumer Electronics,2001-02-23,Nonchurner,21
1587808,36,ME,M,Value,126,1588634,2001-02-23,215886341,3,123,Cliff Island,Footwear,2001-02-23,Nonchurner,21
1587808,36,ME,M,Value,127,1588818,2001-02-23,215888181,3,171,Cornish,Food,2001-02-23,Nonchurner,21
1587808,36,ME,M,Value,128,1589269,2001-02-23,215892691,4,898,Cumberland Center,Apparels,2001-02-23,Nonchurner,21
1587808,36,ME,M,Value,129,1589385,2001-02-23,215893851,3,173,Denmark,Consumer Electronics,2001-02-23,Nonchurner,21
1853101,22,DC,F,Value,130,858775,2000-11-06,28587751,2,33,Washington,Apparels,2000-11-06,Churner,21
1853101,22,DC,F,Value,131,858879,2000-11-06,28588791,2,169,Naval Anacost Annex,Consumer Electronics,2000-11-06,Churner,21
1853101,22,DC,F,Value,132,859775,2000-11-06,28597751,2,33,Washington Navy Yard,Footwear,2000-11-06,Churner,21
1853101,22,DC,F,Value,133,860144,2000-11-06,28601441,2,30,Parcel Return Service,Food,2000-11-06,Churner,21
1853101,22,DC,F,Value,134,860300,2000-11-06,28603001,2,180,Washington,Health & Beauty Supplements,2000-11-06,Churner,21
2158359,20,CA,F,Fast,135,968380,2000-11-22,29683801,2,380,Los Angeles,Apparels,2000-11-22,Churner,21
2158359,20,CA,F,Fast,136,968381,2000-11-22,29683811,2,26,West Hollywood,Consumer Electronics,2000-11-22,Churner,21
2158359,20,CA,F,Fast,137,968706,2000-11-22,29687061,2,63,Dodgertown,Footwear,2000-11-22,Churner,21
2158359,20,CA,F,Fast,138,969578,2000-11-22,29695781,2,49,Playa Vista,Food,2000-11-22,Churner,21
2158359,20,CA,F,Fast,139,969793,2000-11-22,29697931,2,93,Bell Gardens,Health & Beauty Supplements,2000-11-22,Churner,21
1950893,24,FL,F,Value,140,831081,2000-11-03,28310811,3,49,Fleming Island,Apparels,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,141,831503,2000-11-03,28315031,2,17,Ponte Vedra Beach,Consumer Electronics,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,142,831516,2000-11-03,28315161,2,29,Bostwick,Footwear,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,143,831835,2000-11-03,28318351,4,76,Branford,Food,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,144,831849,2000-11-03,28318491,2,125,Bryceville,Health & Beauty Supplements,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,145,831943,2000-11-03,28319431,4,466,Callahan,Jwellary,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,146,832052,2000-11-03,28320521,2,76,Day,Books,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,147,832286,2000-11-03,28322861,3,159,Lake City,Mobile Phones,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,148,832296,2000-11-03,28322961,3,779,Raiford,Fashion Accessories,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,149,832315,2000-11-03,28323151,4,358,Doctors Inlet,Home Decor,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,150,832401,2000-11-03,28324011,2,76,Elkton,Apparels,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,151,832490,2000-11-03,28324901,2,186,Fernandina Beach,Consumer Electronics,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,152,832497,2000-11-03,28324971,3,101,Fort White,Footwear,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,153,832598,2000-11-03,28325981,3,157,Glen Saint Mary,Food,2000-11-03,Nonchurner,21
1950893,24,FL,F,Value,154,1241990,2001-01-16,212419901,2,82,Yulee,Health & Beauty Supplements,2001-01-16,Nonchurner,21
1950893,24,FL,F,Value,155,1243682,2001-01-13,212436821,2,95,Graham,Jwellary,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,156,1243716,2001-01-16,212437161,2,63,Green Cove Springs,Books,2001-01-16,Nonchurner,21
1950893,24,FL,F,Value,157,1243778,2001-01-13,212437781,2,72,Hampton,Mobile Phones,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,158,1243985,2001-01-13,212439851,2,57,Hilliard,Fashion Accessories,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,159,1244334,2001-01-13,212443341,2,63,Middleburg,Home Decor,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,160,1244554,2001-01-13,212445541,2,50,Jasper,Apparels,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,161,1244887,2001-01-13,212448871,2,95,Jennings,Consumer Electronics,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,162,1244915,2001-01-13,212449151,2,114,Lake Butler,Footwear,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,163,1245023,2001-01-13,212450231,2,91,Lawtey,Food,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,164,1245335,2001-01-16,212453351,2,177,Lee,Health & Beauty Supplements,2001-01-16,Nonchurner,21
1950893,24,FL,F,Value,165,1245542,2001-01-13,212455421,2,63,Live Oak,Jwellary,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,166,1245573,2001-01-13,212455731,2,26,Lulu,Books,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,167,1245635,2001-01-13,212456351,2,253,Mc Alpin,Mobile Phones,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,168,1245640,2001-01-13,212456401,2,266,Macclenny,Fashion Accessories,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,169,1245700,2001-01-13,212457001,2,63,Orange Park,Home Decor,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,170,1245792,2001-01-16,212457921,2,65,Mayo,Apparels,2001-01-16,Nonchurner,21
1950893,24,FL,F,Value,171,1245886,2001-01-13,212458861,2,101,O Brien,Consumer Electronics,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,172,1246111,2001-01-13,212461111,2,50,Olustee,Footwear,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,173,1246245,2001-01-13,212462451,3,161,Penney Farms,Food,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,174,1246327,2001-01-13,212463271,2,57,Saint Augustine,Health & Beauty Supplements,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,175,1246782,2001-01-13,212467821,2,63,Ponte Vedra,Jwellary,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,176,1246787,2001-01-13,212467871,2,285,Sanderson,Books,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,177,1246921,2001-01-13,212469211,2,56,Starke,Mobile Phones,2001-01-13,Nonchurner,21
1950893,24,FL,F,Value,178,1249593,2001-01-16,212495931,2,665,Wellborn,Fashion Accessories,2001-01-16,Nonchurner,21
1950893,24,FL,F,Value,179,1273025,2001-01-08,212730251,2,95,White Springs,Home Decor,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,180,1273247,2001-01-08,212732471,2,72,Jacksonville,Apparels,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,181,1273358,2001-01-08,212733581,2,152,Astor,Consumer Electronics,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,182,1273722,2001-01-08,212737221,2,133,Barberville,Footwear,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,183,1273942,2001-01-08,212739421,2,91,Bunnell,Food,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,184,1274049,2001-01-08,212740491,4,289,Candler,Health & Beauty Supplements,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,185,1274509,2001-01-08,212745091,2,76,Crescent City,Jwellary,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,186,1274847,2001-01-08,212748471,2,38,Citra,Books,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,187,1275062,2001-01-08,212750621,2,48,Daytona Beach,Mobile Phones,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,188,1275534,2001-01-08,212755341,3,569,Port Orange,Fashion Accessories,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,189,1275863,2001-01-08,212758631,2,95,De Leon Springs,Home Decor,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,190,1276331,2001-01-08,212763311,2,63,East Palatka,Apparels,2001-01-08,Nonchurner,21
1950893,24,FL,F,Value,191,1298685,2001-01-01,212986851,2,171,Edgewater,Consumer Electronics,2001-01-01,Nonchurner,21
1950893,24,FL,F,Value,192,1300027,2001-01-01,213000271,2,27,Eastlake Weir,Footwear,2001-01-01,Nonchurner,21
1950893,24,FL,F,Value,193,1300106,2001-01-01,213001061,3,208,Fort Mc Coy,Food,2001-01-01,Nonchurner,21
1950893,24,FL,F,Value,194,1432328,2001-01-31,214323281,3,279,Palm Coast,Health & Beauty Supplements,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,195,1432435,2001-01-31,214324351,3,57,Flagler Beach,Jwellary,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,196,1432738,2001-01-31,214327381,2,49,Grandin,Books,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,197,1432754,2001-01-31,214327541,2,29,Georgetown,Mobile Phones,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,198,1432881,2001-01-31,214328811,2,86,Florahome,Fashion Accessories,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,199,1433118,2001-01-31,214331181,2,101,Hastings,Home Decor,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,200,1433217,2001-01-31,214332171,3,49,Hollister,Apparels,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,201,1433624,2001-01-31,214336241,2,64,Interlachen,Consumer Electronics,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,202,1434200,2001-01-31,214342001,3,37,Edgar,Footwear,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,203,1434577,2001-01-31,214345771,2,182,Lake Como,Food,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,204,1435325,2001-01-31,214353251,3,163,Lady Lake,Health & Beauty Supplements,2001-01-31,Nonchurner,21
1950893,24,FL,F,Value,205,1557391,2001-02-18,215573911,3,679,Lake Geneva,Jwellary,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,206,1558020,2001-02-18,215580201,2,26,The Villages,Books,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,207,1558133,2001-02-18,215581331,2,100,New Smyrna Beach,Mobile Phones,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,208,1558277,2001-02-18,215582771,2,43,Ormond Beach,Fashion Accessories,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,209,1558482,2001-02-18,215584821,2,160,Palatka,Home Decor,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,210,1558537,2001-02-18,215585371,2,70,Ocklawaha,Apparels,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,211,1558986,2001-02-18,215589861,2,93,Pierson,Consumer Electronics,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,212,1559034,2001-02-18,215590341,3,305,Pomona Park,Footwear,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,213,1559087,2001-02-18,215590871,3,31,Orange Springs,Food,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,214,1559339,2001-02-18,215593391,2,26,Putnam Hall,Health & Beauty Supplements,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,215,1559348,2001-02-18,215593481,2,116,San Mateo,Jwellary,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,216,1559544,2001-02-18,215595441,2,69,Satsuma,Books,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,217,1559658,2001-02-18,215596581,2,66,Seville,Mobile Phones,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,218,1559703,2001-02-18,215597031,2,76,Sparr,Fashion Accessories,2001-02-18,Nonchurner,21
1950893,24,FL,F,Value,219,1559728,2001-02-18,215597281,4,46,Welaka,Home Decor,2001-02-18,Nonchurner,21
